name,length,count_paragraphs,count_sentences,count_tokens,keywords
323.txt,1492,4,14,288,politics:turnout:kennedy:voter:general:election:said:iraq:inquiry:boost
324.txt,3631,8,24,698,lord:goldsmith:advice:legal:march:claims:war:attorney:general:government
325.txt,1787,4,13,351,party:ukip:mr:said:could:veritas:hockney:list:seats:take
326.txt,2450,5,18,466,prime:minister:tories:playing:politics:election:anyone:debate:issue:mr
327.txt,4256,9,31,814,said:answer:lord:advice:goldsmith:general:statement:summary:war:attorney
328.txt,3837,5,26,746,answer:lord:said:general:goldsmith:attorney:advice:legal:summary:full
329.txt,936,3,8,186,mr:howard:party:crosby:said:report:win:statement:added:elections
330.txt,1479,5,13,278,blackpool:party:manchester:conference:labour:much:autumn:host:annual:event
331.txt,2948,6,23,563,labour:poster:mr:howard:said:image:people:jewish:fagin:saying
332.txt,2557,7,17,481,labour:posters:party:said:milburn:poster:tory:mr:fagin:website
333.txt,2604,6,22,513,mr:ukip:party:said:election:veritas:seat:erewash:says:new
334.txt,2559,7,17,463,issue:parties:election:immigration:asylum:big:tories:already:time:labour
335.txt,2344,5,16,466,labour:kennedy:mr:liberal:tories:general:election:said:tour:leader
336.txt,4561,10,41,966,labour:said:mr:blair:party:problem:think:leader:iraq:people
337.txt,3378,7,27,651,calls:tps:party:said:people:marketing:parties:rules:voting:intentions
338.txt,2604,6,18,508,lib:mr:labour:dems:debt:say:cable:would:kennedy:tories
339.txt,3192,7,26,621,would:lib:homes:people:said:dems:plans:share:housing:local
340.txt,3453,6,24,646,women:said:kennedy:would:party:mr:also:childcare:pay:maternity
341.txt,1919,5,14,408,said:blair:party:kennedy:trust:tax:mr:people:lib:tony
342.txt,2082,4,15,414,mr:labour:brown:election:blair:new:said:role:would:key
343.txt,967,4,8,183,labour:cunningham:mr:stand:cabinet:minister:said:agriculture:blair:government
344.txt,3371,8,23,656,tax:would:labour:tory:election:party:spending:mr:howard:cuts
345.txt,2022,5,16,389,age:voting:said:leslie:would:commission:elected:lowering:candidacy:teenagers
346.txt,2147,5,18,437,labour:campaign:would:election:britain:forward:declared:tony:blair:four
347.txt,2847,7,20,516,police:said:would:policing:plans:authorities:local:howard:chief:could
348.txt,2869,8,20,552,said:broadcasters:would:lord:holme:debate:televised:part:prime:blair
349.txt,3846,8,27,749,labour:brown:gordon:said:chancellor:also:would:taxes:britain:home
350.txt,2677,7,21,498,labour:election:said:mr:brown:would:speech:chancellor:prime:minister
351.txt,2990,7,21,593,blair:mr:labour:said:fox:tory:election:going:party:told
352.txt,2913,6,20,552,blair:education:mr:children:election:teachers:school:parents:schools:sailing
353.txt,5091,13,39,996,blair:mr:public:election:prime:labour:campaign:war:minister:even
354.txt,1719,5,12,331,budget:election:brown:chancellor:contain:measures:labour:march:commons:announced
355.txt,2917,6,27,573,mr:lib:brown:tax:cable:said:chancellor:dem:government:dems
356.txt,2859,8,22,569,mr:said:chancellor:brown:blair:next:report:economy:stability:would
357.txt,2001,6,17,365,local:government:council:raynsford:plans:tax:mr:said:cash:ministers
358.txt,1657,5,12,324,eu:budget:foreign:rebate:european:straw:said:secretary:commission:could
359.txt,2860,8,24,579,would:mr:brown:balls:said:election:chancellor:labour:stability:budget
360.txt,2940,7,19,556,mr:brown:budget:voters:economy:election:tax:labour:keep:taxes
361.txt,3132,7,20,595,duty:stamp:said:tax:economy:labour:threshold:chancellor:increase:budget
362.txt,3427,7,20,644,election:brown:labour:tax:chancellor:dodgy:gordon:budget:opposition:parties
363.txt,2236,5,16,425,tax:kennedy:mr:said:income:council:election:would:brown:system
364.txt,2414,6,19,495,mr:said:election:howard:budget:brown:labour:chancellor:tax:tory
365.txt,2149,5,14,421,jobs:civil:cut:said:plans:department:service:brown:go:chancellor
366.txt,3000,6,23,568,brown:world:mr:vaccine:said:finance:aid:hiv:fund:called
367.txt,2848,7,27,577,britain:howard:said:mr:government:people:blair:wrong:tackle:problems
368.txt,2969,6,17,554,government:lords:said:law:ruling:human:rights:judgement:detention:robinson
369.txt,2306,5,17,415,baa:expansion:said:government:stansted:plans:white:paper:heathrow:support
370.txt,3326,9,21,610,said:roma:asylum:uk:government:immigration:entry:britain:rights:czechs
371.txt,2232,5,14,441,howard:ethnic:mr:say:tory:uk:vote:make:britain:people
372.txt,3082,7,21,561,said:election:electoral:registration:general:system:observers:fraud:report:government
373.txt,4047,9,34,775,eu:rebate:uk:said:european:mr:france:market:straw:budget
374.txt,2387,5,17,453,said:tax:party:labour:prosper:tory:letwin:howard:would:failure
375.txt,4128,9,34,822,tax:brown:mr:said:election:budget:pay:rise:also:child
376.txt,1484,4,12,286,said:budget:leaked:commons:statement:resigned:would:details:london:newspaper
377.txt,1708,5,16,318,uk:said:gambling:us:casinos:british:industry:casino:ban:tricks
378.txt,3425,6,22,634,government:said:orders:would:blair:house:bbc:home:secretary:issue
379.txt,2973,7,25,546,said:would:election:attack:sir:ian:blair:plans:terror:uk
380.txt,18417,41,151,3633,wage:minimum:increase:people:pay:government:work:jobs:business:would
381.txt,1056,4,10,202,ban:support:survey:adults:countryfile:supported:hunting:suggests:compared:mori
382.txt,3166,12,29,598,health:would:people:tb:checks:uk:britain:plan:work:six
383.txt,3113,6,26,599,eu:said:mr:constitution:straw:uk:foreign:referendum:would:government
384.txt,3522,10,26,640,could:said:terror:law:human:rights:clarke:powers:suspects:house
385.txt,1967,5,13,362,brown:immunisation:mr:uk:international:extra:years:poverty:trade:development
386.txt,2695,4,21,527,china:embargo:arms:straw:mr:said:lifted:want:rights:foreign
387.txt,2643,7,20,519,spending:tax:would:mr:said:labour:plans:brown:cut:chancellor
388.txt,3111,8,24,582,care:people:said:government:social:plans:say:services:free:elderly
389.txt,3477,7,23,664,said:rules:mr:brown:would:treasury:uk:euro:stability:pact
390.txt,3539,10,26,665,access:said:court:plans:parents:could:orders:fathers:government:children
391.txt,1063,3,9,199,cost:referendum:said:could:constitution:election:uk:european:ministers:revealed
392.txt,1934,5,16,360,uk:said:brown:chancellor:mr:debt:relief:tanzania:past:britain
393.txt,4452,10,31,847,parliament:archives:divorce:records:room:david:among:act:pages:people
394.txt,2656,7,19,502,said:election:labour:campaign:people:policy:foreign:michael:mr:economy
395.txt,2900,6,19,551,campaign:labour:election:mr:tax:howard:blair:certain:prime:minister
396.txt,4164,9,33,792,labour:people:party:commissioner:calls:rules:information:marketing:lib:says
397.txt,503,3,4,98,election:blunkett:call:monday:ready:weekend:hints:secretary:david:given
398.txt,865,3,7,174,local:lib:dems:results:election:council:party:tax:ever:best
399.txt,3298,9,27,621,mr:flight:candidate:said:local:conservative:howard:association:party:tories
400.txt,3888,10,33,768,lord:callaghan:said:labour:minister:became:former:prime:british:secretary
401.txt,1488,5,11,294,election:blair:parliament:government:name:mr:april:bill:tony:likely
402.txt,1648,4,14,305,brown:mr:milburn:labour:said:would:role:campaign:chancellor:election
403.txt,2861,8,22,556,trust:politicians:said:public:voters:poll:bbc:next:election:issue
404.txt,1558,4,14,302,tory:public:services:conservative:election:kruger:mr:party:period:creative
405.txt,3248,7,23,647,mr:abortion:said:issue:howard:blair:one:would:catholic:stance
406.txt,5672,11,37,1089,mr:brown:blair:chancellor:labour:said:election:westminster:run:politics
407.txt,2711,5,18,526,boateng:paul:mr:south:said:labour:minister:appointed:appointment:election
408.txt,3537,8,30,728,howard:mr:said:party:labour:michael:election:mongrel:hain:tory
409.txt,1668,4,12,311,tory:labour:delegates:conference:party:government:bill:tories:fox:speech
410.txt,1576,4,14,287,sayeed:mr:mp:standards:committee:association:stand:tory:parliament:denied
411.txt,4898,7,39,1014,labour:howard:party:tories:election:mr:said:campaign:win:immigration
412.txt,1414,4,11,276,may:voters:registered:vote:england:election:forms:last:register:also
413.txt,1155,4,8,219,sainsbury:labour:party:election:gift:lord:donation:general:said:britain
414.txt,3106,9,22,633,said:blair:prime:minister:mr:people:labour:voters:country:government
415.txt,1508,4,12,294,labour:campaign:mr:said:wyatt:brown:way:election:role:mp
416.txt,1733,4,13,338,liberal:lib:dem:democrats:said:top:howard:strategy:tories:leader
417.txt,2837,7,23,560,said:party:kennedy:mr:lib:election:labour:vote:told:government
