name,length,count_sentences,count_tokens,sentences
152.txt,2846,23,552,"The rural affairs minister said it would become obvious if people flouted the law, which came into force on Friday, and pretended they were not. Some 270 hunts met legally on Saturday killing a total of 91 foxes - only four were accidentally killed by hounds."
153.txt,2523,18,481,"Home Secretary Charles Clarke wants to introduce a points system for economic migrants and increase deportations of failed asylum seekers. Tony Blair has said people are right to be concerned about abuses of the system but there is no ""magic bullet""."
154.txt,2873,20,596,"Labour's Mr Livingstone, who says he is ""standing by"" his remarks, had accused an Evening Standard journalist of being like a ""concentration camp guard"". At his weekly press conference on Tuesday he said his comments were not racist and refused to apologise."
155.txt,2693,24,519,"He was speaking to the BBC's Newsnight programme a few hours before visiting the Pakistani community in Manchester. ""My wife is travelling around."
156.txt,2552,19,473,Sir John Gieve was Home Office permanent secretary during the saga which ended with Mr Blunkett quitting. He and other civil servants were criticised for failing to recall how the visa for Mr Blunkett's ex-lover's nanny came to be fast-tracked.
157.txt,2972,29,598,The UK Independence Party member was arriving for a BBC radio show when the attacker emerged from behind a bush. Fellow guest Ruth Kelly MP was also hit by the slurry.
158.txt,1575,12,293,"Mr Brown told the House that government policy is to raise fuel duty at least in line with inflation each year to fulfil environmental commitments. But this financial year, because of ""volatility in the oil market"", he said the duty would be frozen."
159.txt,3094,26,592,"The Tory leader argued there was a mass of people whom he says feel let down by Tony Blair and who share Tory values. In the foreword to the manifesto, he promises to focus on restoring order, trying to lower taxes and giving power back to the people."
160.txt,3135,22,586,Ian MacDonald QC quit when the government failed to recognise a House of Lords ruling that detaining terror suspects indefinitely is unlawful. He was part of a 19-strong panel who have special security clearance to act for suspected terrorists.
161.txt,1826,15,350,"The deal, struck at the European Council last week, also proved claims of a clash between Muslims and Christians were ""wrong"", Mr Blair said. It represented the achievement of an ""historic British objective"", he added."
162.txt,1927,15,362,"It said data from employment tribunals suggested 1,500 ""safety whistleblowers"" had lost their jobs since 1999. Some firms found it cheaper to sack a worker than to improve buildings or change working conditions, it said."
163.txt,1465,10,285,"On the BBC's Breakfast with Frost it was put to Mr Kinnock that he had once referred to Lords members as ""brigands, muggers, bribers and gangsters"". But the outgoing European Commissioner said his comments - made some 26 years ago - needed to be put in context."
164.txt,1786,15,335,"The figures came out during a statement by Jack McConnell to the Scottish Parliament on Wednesday. He formally expressed Scotland's sympathy for the victims of the Indian Ocean tidal wave which killed 150,000."
165.txt,2938,25,574,Association of Chief Police Officers president Chris Fox said the current 24-hour closure power did not have enough impact on bad landlords. Mr Fox's comments follow the controversy over plans to allow pubs to open around the clock.
166.txt,2158,19,435,"The home secretary described how it affected his friends and personal life, but said he was a great believer in personal responsibility. Mr Blunkett is taking legal action to gain access to Mrs Quinn's two-year-old son."
167.txt,2719,18,456,"""Sustainable communities"" were being promoted without a real understanding of what ""sustainable"" means, the Environmental Audit Committee said. It said issues like energy needs and transport were not properly addressed."
168.txt,3772,26,679,The influential Commons home affairs committee was responding to sentencing guidelines issued this summer. The MPs also call for tougher sentences for crimes committed under the influence of drink or drugs.
169.txt,2423,19,485,"The accusation came after it emerged a Devon man had been told he could use his four dogs to ""chase away unwanted animals"" from his farm. Because he did not intend to kill deer or foxes it was not hunting."
170.txt,2707,21,515,Hereford County Hospital had earlier said that from the new year patients waiting longer than this would be taken off waiting lists for hip and knee operations. GPs in Wales had feared patients could be pushed to the back of another queue.
171.txt,1475,11,278,The Club2School policy would provide up to Â£250m yearly for local sports clubs in the UK to deliver after-school sport. The extra coaching would be funded by the National Lottery and would come on top of the two hours of sport a week children are supposed to get in school.
172.txt,2462,14,440,"Independent faith schools were singled out by Ofsted chief, David Bell, for not doing enough to promote the ""wider tenets of British society"". Mr Bell said Muslim, Jewish and Evangelical Christian schools must be ""intolerant of intolerance""."
173.txt,2496,21,466,"Armed robber Robert Napier, 25, won Â£2,450 after he claimed he suffered an outbreak of the skin complaint, eczema, when slopping out at Barlinnie Prison. Napier said that the practice, where prisoners use buckets in their cells as toilets, breached his human rights."
174.txt,4110,31,770,"Michael Ferguson, 36, escaped after being allowed out of the high-security Carstairs unit. The SNP's Nicola Sturgeon has demanded to know who was responsible for signing off the leave."
175.txt,2384,14,461,"The chancellor said the vote - expected to fall on 5 May - will give a ""clear and fundamental"" choice between Labour investment and Conservative cuts. Speaking at Labour's spring conference in Gateshead, Mr Brown claimed the NHS was not safe in Conservative hands."
176.txt,3206,20,567,"Councils are also to be given stronger powers to move on illegal settlements by Gypsy communities on rural land. More money is to be given to councils to develop official caravan parks, said housing minister Yvette Cooper."
177.txt,2881,23,538,"It is 25 years since the start of 12 years of fire-bombings, attributed to a shadowy group known as Meibion Glyndwr. Plaid Cymru's Elfyn Llwyd has suggested the security services could have been involved, with the intention of discrediting the nationalist vote."
178.txt,1285,11,249,"Four people died when a section of rail broke and a high speed train derailed. Balfour Beatty's railway maintenance arm was in charge of the upkeep of the line at Hatfield, Hertfordshire."
179.txt,2730,22,532,"Thousands of supporters are expected to turn out at more than 250 meets, many of which have altered their normal schedules to be out on a Thursday. The ban on hunting with dogs comes into effect from 0001 GMT on Friday."
180.txt,3071,25,587,Ministers have been accused of panic in offering last minute changes to the Mental Capacity Bill amid chaotic scenes in the Commons on Tuesday. Lord Falconer said it was fair to criticise the late timing of the offer.
181.txt,2413,19,472,"The prime minister launched a Â£500m initiative to allow school sports clubs in England to provide up to three hours of extra activity a week by 2010. ""It's an important part of education and it's an important part of health,"" Mr Blair said."
182.txt,3388,25,648,"Tories, Lib Dems and some Labour MPs are poised to vote against the plans. Mr Clarke says the powers are needed to counter terror threats."
183.txt,2115,17,371,"The former Conservative MP for Kensington and Chelsea, died after a long illness diagnosed as Alzheimer's. The 71-year-old served in Northern Ireland from 1981 to 1987 during the premiership of Margaret Thatcher."
184.txt,3368,24,659,"The prime minister told his monthly press conference the matter had been dealt with by the Attorney General. Earlier, Conservative MP Michael Mates joined calls for a probe into claims Lord Goldsmith's statement to Parliament was drawn up at Number 10."
185.txt,2436,24,485,Anti-racism campaigners in Swansea have handed copies to South Wales Police. Swansea's Muslim community is raising money to open a new mosque and community centre in the former St Andrews United Reform Church.
186.txt,2672,22,547,"Labour's Mr Livingstone, who says he is ""standing by"" his remarks, had accused an Evening Standard journalist of being like a ""concentration camp guard"". Mr Blair told Five's Wright Stuff show: ""Let's just apologise and move on."""
187.txt,2316,17,445,"It puts an end to plans for up to 40 super casinos, originally outlined in the government's Gambling Bill. Instead there will be a cap of eight new casinos in each size category - small, medium and large."
188.txt,1228,11,220,"The files are believed to contain detailed security arrangements for Gen Pervez Musharraf's visit this week, including police codes. Scotland Yard said the policing operation had been reviewed."
189.txt,3195,24,615,"Mr Bush's re-election came at a crucial time for a world that was ""fractured, divided and uncertain"", Mr Blair said. It had to be brought together, he added, saying action was needed on poverty, the Middle East and the conditions on which terrorists prey."
190.txt,1590,17,334,"Mr Howard said his time at Jack's Snooker Hall in Llanelli in the 1950s had not done him ""any lasting damage"". But he told the Times Educational Supplement that truancy was ""very bad"" and said ""firm action"" was needed."
191.txt,1352,12,279,"President Bush has announced that an alliance of the US, India, Australia and Japan will co-ordinate a humanitarian drive. But Ms Short said the effect of the parallel coalition would be to undermine the UN."
192.txt,3514,28,659,"Moazzam Begg, from Birmingham, and Martin Mubanga, Richard Belmar and Feroz Abbasi, from London, have been held by the US for almost three years. They were detained in the Cuban camp as part of the US-led ""war on terror""."
193.txt,3071,24,580,Tory spokesman David Davis told MPs the UK was losing its power of veto over who was allowed to come to Britain. The EU has opted to adopt qualified majority voting in this area - previously measures needed unanimous agreement from all member states.
194.txt,1628,14,302,The prime minister's wife is said to have praised the Supreme Court for overruling the White House on the legal rights of Guantanamo Bay detainees. The Tories said she broke a convention that British political figures do not act in a partisan way when abroad.
195.txt,1942,15,381,"Mr Blair told the BBC's Breakfast with Frost show the money spent on the tsunami would not ""invade"" the money Britain wanted to spend on Africa. Questioned about the disaster, he said his faith in God had not been shaken."
196.txt,2604,17,486,"The European commissioner and former Labour minister was speaking amid claims that Mr Campbell is part of a Labour ""dirty tricks"" campaign. That charge was denied by Mr Mandelson, who said the Tories were afraid of Mr Campbell's campaigning skills."
197.txt,1866,13,340,"Officials have confirmed climate change was discussed when influential senator John McCain recently visited Mr Blair. Climate change was an issue the prime minister ""wanted to progress"" during the UK's presidency of the G8 and EU in 2005, said a spokesman."
198.txt,2813,25,552,"However, Norfolk police chief Andy Hayman also warned that a great deal of preparatory work was still needed. ""I don't subscribe to the views of some of my colleagues who are coming out and objecting to it,"" he said."
199.txt,2646,23,513,"Patricia Hewitt is expected to call for the law banning the sale of 18-rated games to children to be enforced better at a games industry meeting on Sunday. She is concerned too many children are playing games aimed at adults which include ""high levels of violence""."
200.txt,2569,23,508,"The former police chief, dubbed Robocop for his zero tolerance style, clashed on Thursday with Sunderland No campaigner Neil Herron. Mr Mallon said an assembly would give local people more of a say over key issues such as transport and crime."
201.txt,1982,15,401,BNP leader Nick Griffin told the Independent he expected some BNP voters to switch to the Tories over the issue. But Mr Howard said he rejected the idea that the Tories and BNP appealed to the same voting instincts.
202.txt,2710,18,514,Spokesman David Davis said ministers had failed to make his party aware of concern among senior police that plans would cause more anti-social behaviour. Notts police chief Steve Green said innocent people would suffer.
203.txt,2529,18,474,Public accounts committee chairman Edward Leigh was giving his reaction to a report by a government watchdog on lessons to be learnt from the crisis. The National Audit Office said Defra had improved its capacity to deal with future livestock disease outbreaks.
204.txt,2602,18,460,The Scottish Executive will not now merge the Scottish Prison Service with local authority social work criminal justice departments. The National Correctional Agency would have provided a 'one-stop' justice system but has been abandoned in the wake of stiff opposition.
205.txt,2632,22,498,"His comments follow news that all four Britons held by the US in the Cuban camp will be freed within weeks. The South African archbishop said detentions without trial were ""unacceptable"" and ""distressing""."
206.txt,1448,9,290,On Wednesday Tony Blair said he hoped the former home secretary would serve again in government in the future. Mr Blunkett quit in December after a probe linked him to the visa application of his ex-lover's nanny.
207.txt,1486,12,276,"A spokesman said he had ""no idea"" where the reports in the Sunday Times and Sunday Telegraph had come from. The papers suggest ministers believe the government could benefit from a ""Baghdad bounce"" following successful Iraq elections in January."
208.txt,1793,12,322,"The deployment would involve troops from the 2nd Battalion Royal Gurkha Rifles, based in Brunei. Discussions have begun with Indonesia on the exact timing and location of the deployment, but the government said the offer was aimed at the Aceh province."
209.txt,2114,16,394,"In an interview ahead of a meeting in London to discuss Palestinian reforms, Mr Abbas said such attacks were against Palestinian interests. The Palestinian Authority (PA) was exerting ""a 100% effort"" to end the violence, Mr Abbas added."
210.txt,3056,26,583,"A range of services in Wales were affected as civil servants in Wales joined the UK-wide strike. The strike, called by the Public and Commercial Services Union, was the biggest by civil servants in a decade."
211.txt,3145,23,601,"Lord Woolf said he was determined his current veto on whether a judge should chair an inquiry should continue as a guard for judicial independence. But he told MPs the Lord Chancellor, Lord Falconer, was insisting he should have the final say in such cases."
212.txt,931,8,185,"The Times on Monday said Australian Lynton Crosby told the party leader to focus on trying to increase the Tories' Commons presence by 25 to 30 seats. But Mr Crosby said in a statement: ""I have never had any such conversation... and I do not hold that view."""
213.txt,3531,24,658,The party says the votes of students can win it 27 new seats at the poll. The figures assume all students will vote in their university town.
214.txt,2928,20,543,"The joint committee on human rights found those committing suicide were mainly the most vulnerable, with mental health, drugs or alcohol problems. Members urged the government to set up a task force to tackle deaths in prisons, police cells, detention centres and special hospitals."
215.txt,4061,29,775,"From Tuesday, most non-EU citizens will need Home Office approval to marry. The Home Office says the new rules are aimed at reducing the number of sham marriages, of which there are estimated to be up to 15,000 a year."
216.txt,2220,18,416,"Javier Solana, EU foreign policy chief, says phone-tap evidence works in the courts of other European countries. Human rights groups, top police officers and many MPs say allowing the evidence would remove the need to detain terror suspects without charge."
217.txt,1685,12,307,"Some 600 schools have already signed up for the Y Vote Mock Elections 2005 run by the Hansard Society and aimed at boosting interest in politics. Pupils in the schools taking part will learn the skills of speech writers, canvassers and political candidates."
218.txt,3634,28,722,"""You don't do deals over jobs like this,"" the prime minister told BBC One's Breakfast with Frost programme. According to a new book, Brown's Britain, Mr Blair went back on a pledge to make way for Mr Brown after Cabinet allies intervened in June 2004."
219.txt,2932,19,554,Cathy Jamieson said exclusion orders are one of a series of measures being considered in the Scottish Executive campaign against sectarianism. She praised Celtic and Rangers for their work in tackling the problem.
220.txt,2728,17,546,"He is proposing a points system similar to Australia's but would avoid the quota system planned by the Tories. Mr Clarke, who will unveil his plans on Monday, said economic migration helped the UK but ""needed proper policing""."
221.txt,2959,21,539,House of Lords law lords ruled against the detention measures last week. They said it was wrong to have one set of laws for foreign suspects and another for British suspects.
222.txt,1879,15,362,"The Daily Telegraph poll suggests that 45% of people would vote against the constitution and 24% in favour. However the YouGov poll, which questioned 1,943 British adults online, found 25% did not know how they would vote if forced to decide tomorrow."
223.txt,1919,14,408,"He said backing his party was not a wasted vote, adding that with the Lib Dems ""what you see is what you get"". He made his comments at the start of a day of appearances on Channel Five in a session on The Wright Stuff programme."
224.txt,3550,25,666,"In a blow to the government's anti-terror measures, the House of Lords law lords ruled by an eight to one majority in favour of appeals by nine detainees. Most of the men are being indefinitely held in Belmarsh prison, south London."
225.txt,2389,16,464,"Meanwhile, the chancellor is leaving Britain on a high-profile tour of Africa to highlight poverty issues. But before doing so, he insisted he still trusted Mr Blair, despite claims to the contrary in a new book."
226.txt,1787,17,321,Six government units would also be scrapped under proposals which the Tories say would save more than Â£4.3bn. Among the targets are strategic health authorities and the new fair access regulator for universities.
227.txt,2919,22,563,"Up to 30 Labour MPs could oppose the scheme during a Commons debate. Mr Clarke, who took on the post on Thursday after David Blunkett quit, has rejected calls to ""pause"" on the bill."
228.txt,1780,16,351,"Prospective Tory candidate Andrew Mennear, whose Finchley constituency contains a large Jewish community, branded it ""tasteless"" and offensive. The poster shows the two men's faces superimposed on winged pigs and says ""the day the Tory sums add up""."
229.txt,2920,26,555,The High Court ruled on Tuesday that Baha Mousa's death in British custody in Iraq fell within the European Convention on Human Rights. And the judges paved the way for an independent inquiry by saying previous investigations were inadequate.
230.txt,2975,22,548,"The law also protects those who use ""something to hand"" as a weapon. The leaflet, published by police and prosecutors, aims to combat confusion about current legislation, which lets people use ""reasonable force""."
231.txt,2439,15,452,There was an outcry three months ago when the Sentencing Guidelines Council - led by Lord Woolf - published its proposals for England and Wales. It had suggested judges should reduce sentences by a third for murderers who confessed at the earliest opportunity.
232.txt,1933,14,385,"The probe follows the London mayor's comments to a Jewish journalist comparing him to a concentration camp guard, after a party about a week ago. The local government watchdog also said the allegation related to a failure to respect others."
233.txt,1997,13,375,"From next month anyone will have the power to demand information from a range of public bodies - from Whitehall departments to doctors' surgeries. But an all-party committee said it was ""not confident"" many would be ready."
234.txt,3503,24,646,The plans include a dedicated policing team for each neighbourhood and a 10 point compulsory customer charter. The home secretary said targets would be put in place to ensure that the public got a good response from police.
235.txt,1034,8,197,"Sandy Walkington will now work with senior figures such as Matthew Taylor on completing the party manifesto. Party chief executive Lord Rennard said the appointment was a ""significant strengthening of the Lib Dem team""."
236.txt,963,8,182,"One of the few Blair-era ministers to serve under Jim Callaghan, he was given the agriculture portfolio when Labour regained power in 1997. Mr Cunningham went on to become Tony Blair's ""cabinet enforcer""."
237.txt,960,8,167,"The Veritas leader said the only people to benefit from immigrants from places like Poland were employers, landlords, members of the 'metropolitan elite'. The MEP said his party would only admit foreigners who were required because they had specific skills to offer."
238.txt,2173,19,403,"Save the Scottish Regiments will also field a candidate against Armed Forces Minister Adam Ingram in East Kilbride. The group, which is unhappy at defence merger plans, is endorsing opposition candidates in nine seats."
239.txt,2484,22,464,"The powers - piloted in six areas - were extended to all police forces in England and Wales on Thursday. The federation said CSOs do not have the experience, training and safety equipment to deal with ""potentially confrontational"" situations."
240.txt,2254,15,417,"The Parliamentary Group on Betting and Gaming held a substantial inquiry into betting last year. It followed fears that a massive increase in betting on sport, such as that done using the internet and mobile phones, has led to more cheating."
241.txt,3393,24,646,"Authorities will decide final figures on Thursday when projected increases will be more than twice the rate of inflation, which is currently 1.6%. The finance minister has urged councils to limit increases but they have warned that they will struggle to maintain services unless funding is increased."
242.txt,2770,21,482,"Some government departments had doubled the number of documents being shredded ahead of the Freedom of Information Act's implementation on 1 January. Departments for defence, environment and trade, which had all increased file destruction, said they were following rules governing public records."
243.txt,1220,10,213,"Members of Westminster's environment, food and rural affairs committee will be touring fish markets and talking to fish processors. They will also talk to Fisheries Minister Ross Finnie and scientists."
244.txt,2889,24,524,"Ms Kelly, who is Catholic, is reported to be ""pro-life"" and has opposed embryo research. Medical Research Council Professor Nancy Rothwell said Ms Kelly's views mattered as she was responsible for training future scientists."
245.txt,3018,19,551,"A committee of the Army Board, which is made up of the most senior defence figures, will discuss plans for restructuring regiments on Monday. The proposals include cutting Scotland's six single-battalion regiments to five and merging these into a super regiment."
246.txt,3528,24,658,"The Higher Education Funding Council for England said more people went to university between 1994 and 2000. But the percentage of poorer students ""hardly changed at all"", said its chief executive, Sir Howard Newby."
247.txt,1580,13,303,"The Liberal Democrat leader will visit the Shri Swaminarayan Mandir Temple in Neasden, north west London. He will say Labour ""can no longer lay exclusive claim to the votes of Britain's ethnic minorities""."
248.txt,1708,14,341,"I fell in love with someone and they wouldn't go public and things started to go very badly wrong in the summer, and then the News of the World picked up the story. ""I tried for three years to make something work."""
249.txt,812,7,158,"""We answer this every election campaign and, for the reasons I have given before, the answer is no,"" he said at his monthly news conference. In October Tory leader Michael Howard said Mr Blair would be running scared if he refused calls to go head-to-head."
250.txt,6637,79,1304,A general election is the best chance most pressure groups get to make a real impact on government policy. Here is how six leading lobbies plan to make sure their cause is being debated ahead of an expected Spring poll.
251.txt,4334,26,832,"This time the alleged rift is over who should take the credit for the government's global aid and debt initiatives, particularly in the wake of the tsunami disaster - an issue many hoped and believed was above such things. It dominated the prime minister's monthly news conference, which saw Mr Blair start in full irritation mode as he was forced to bat away question after question about his relationship with his neighbour."
252.txt,3253,23,645,"But the prime minister changed his mind following intervention from allies in the Cabinet, according to the book. The book by Sunday Telegraph journalist Robert Peston said the pair had ""mutual animosity and contempt"" for each other."
253.txt,3634,28,722,"""You don't do deals over jobs like this,"" the prime minister told BBC One's Breakfast with Frost programme. According to a new book, Brown's Britain, Mr Blair went back on a pledge to make way for Mr Brown after Cabinet allies intervened in June 2004."
254.txt,4440,35,816,"Tony Blair and Gordon Brown are desperately trying to stuff the genie of their rivalry back into the bottle. Along with any number of senior cabinet colleagues, they are insisting their only job is to win the next election and govern in the best interests of Britain."
255.txt,3584,30,710,"The chancellor would not comment on the reports, but insisted he would not be ""diverted or distracted"" from tackling the challenges faced by the country. His only ""motivation"" was to ensure Labour was re-elected, he insisted."
256.txt,3354,24,656,Mr Blair was speaking to MPs amid fresh rumours of a rift with Gordon Brown. A new book says the prime minister went back on a pledge to Mr Brown to stand down before the next general election.
257.txt,3354,22,635,"A meeting of the Parliamentary Labour Party saw a succession of normally loyal members warn that feuding could jeopardise Labour's election hopes. The PM insisted nothing would derail Labour's campaign, despite a new book saying he has upset his chancellor by backing out of a pledge to stand aside."
258.txt,3569,22,697,And it was largely that fear that led to Tony Blair and Gordon Brown being read the riot act during a meeting of the parliamentary Labour party. The views expressed by both backbenchers and Labour peers over the claimed squabbling between the two men starkly demonstrated the widely-held view within the Labour party that the two most powerful figures in the government are jeopardising the next election.
259.txt,4145,36,808,"Over the next four days, hundreds of potential candidates will be whittled down by a panel of experts and public vote. The winner will then be encouraged to stand as an independent at the next general election, which is expected in the spring."
260.txt,3085,23,596,"Mr Brown was joined at the launch by John Prescott and Alan Milburn, the man controversially put in charge of election planning by Mr Blair. A private meeting on Monday saw normally loyal MPs warn that feuding could jeopardise their election hopes."
261.txt,3304,27,644,"If press reports are to be believed, Alan Milburn and Gordon Brown have been at each other's throats over the contents of Labour's next election manifesto. But the pair were all smiles on Tuesday morning, as they joined John Prescott to unveil Labour's latest poster campaign."
262.txt,2895,24,564,"Mr Howard asked: ""How can they fight crime when they are fighting each other?"" That question was later unveiled as the headline for new Tory campaign posters."
263.txt,4686,37,946,But this analysis in fact gets it wrong. It's not just children who fight - adults do too.
264.txt,3531,25,681,"That poll may still be about 16 weeks away, but there can be little doubt left that the campaign is now in full swing. The prime minister used his speech to a selected audience in the south east to set out his broad brush election manifesto."
265.txt,2142,20,388,Six government units would also be scrapped under proposals which the Tories say would save more than Â£4.3bn. Among the targets are strategic health authorities and the new fair access regulator for universities.
266.txt,1837,14,364,Labour peer Lord Dubs' Succession to the Crown Bill aims to end the right of male heirs to succeed to the crown even if they have an older sister. The private member's bill would also abolish the ban on heirs to the throne marrying Roman Catholics.
267.txt,4883,49,986,"By any measure, New Yorker Dick Morris is that thing Americans love over everything else - a winner. This is the man who, some pundits believe, was almost single-handedly responsible for Bill Clinton's sensational 1992 comeback victory."
268.txt,3167,26,620,"He pledged Labour would encourage more people to achieve their aspirations. ""What we want is for more people to earn and own,"" Mr Milburn told BBC Radio 4's Today show."
269.txt,1046,9,197,"Only a quarter of 14-16 year olds knew that Labour was the government, the Tories were the official Opposition and the Lib Dems were the third party. Almost all could identify Tony Blair, but only one in six knew who Michael Howard was, and just one in 10 recognised Charles Kennedy."
270.txt,2950,23,567,"With just about everyone in Westminster now working towards a May general election, Mr Howard is eager to map out some clear and distinctive policies aimed at finally shifting the Tories' resolutely depressing poll showings. The big idea is his Â£35bn savings on waste and bureaucracy which Mr Howard has pledged to plough back into public services and tax cuts."
271.txt,3315,26,649,"The money would be ploughed back into frontline services like the NHS and schools with the rest used to cut government borrowing and reduce taxes. The Tory leader has also shrugged off the defection of one of his MPs, Robert Jackson, a former minister, to Labour."
272.txt,3182,21,596,"But the Liberal Democrats are entering the expected 2005 election campaign determined to prove it is they, not the Tories, who are now the real threat to Labour. As Tory leader Michael Howard kicked off his election campaign, the Lib Dem leader Charles Kennedy dismissed the Conservatives as a ""fading"" force."
273.txt,2476,18,472,"Under reforms, the post of lord chancellor is to be stripped of its judicial functions. ""The lord chancellor...no more needs to be a lawyer than the Secretary of Health needs to be a doctor,"" said courts minister Christopher Leslie."
274.txt,2154,18,434,"Mr Brown seems haunted by her eyes, desolate of all hope. And then he talks of those eyes that do inspire optimism: an extraordinary performance by schoolgirls of Kenya's largest slum, advancing with crowded menace, flicking their hips in a manner almost as disturbing, before the finale of a clenched fist salute and shout of ""free education - free education for all""."
275.txt,2513,19,502,"He defended the package, saying it was a plan for the Tories' first Budget and he hoped to be able to go further. The Tories on Monday highlighted Â£35bn in ""wasteful"" spending they would stop to allow tax cuts, reduced borrowing and more spending on key services."
276.txt,2780,22,520,"Duncan Bannatyne also attacked the government over Iraq and its ""poor"" response to the Asian tsunami crisis. His broadside came as ex-Foreign Secretary Robin Cook said he hoped Mr Brown would be premier at some point."
277.txt,1776,12,325,"The premier was responding to a challenge from Tory leader Michael Howard who said Labour would raise taxes in its post-election Budget. Mr Blair derided Tory claims they could cut Â£35bn in ""wasteful spending"" saying the party had got its sums wrong."
278.txt,1935,14,360,"One Starbucks, one Rymans and one small Greek cafe as it happens. Both parties have now completed their moves to new headquarters, with Labour creating its election hub just three doors away from the Tories' new headquarters in Victoria Street, just down the road from the Commons."
279.txt,2920,22,549,"In a lecture at the London School of Economics, Irene Khan said human rights had been flouted in the name of security since 11 September, 2001. She said the human rights movement had to use simpler language both to prevent scepticism and spread a moral message."
280.txt,1921,15,368,"The prime minister said Mr Bush had learned military force was not the only way to fight terrorism. He understood that ""the best prospect of peaceful co-existence lies in the spread of democracy and human rights"", Mr Blair told the Guardian newspaper."
281.txt,2884,21,576,"The MEP said he was ashamed to have joined the party, which he labelled as a ""joke"". He plans to stand in the next general election but refused to confirm he is setting up a new political party called Veritas - Latin for truth."
282.txt,3433,25,683,"The prime minister has told a Labour Party gathering that the Tory policies would cause economic failure. Tory leader Michael Howard has said his party would cut Â£35bn in ""wasteful"" spending to allow Â£4bn in tax cuts."
283.txt,2907,20,548,"With the other two big parties battling over which will impose the lowest taxes, Mr Kennedy is going into the looming election pledged to increase taxation. It is a bold policy and certainly ensures there is that choice between the Lib Dems and the other two."
284.txt,3743,27,751,"In his 22 years in the Commons, he has seen his fair share of such claims dashed on the rocks of bitter experience and, he might say, the UK's political and electoral system. But even his caution cannot hide the fact that this is a party and a leader that believes it may well be on the way to something special in a few months' time."
285.txt,1569,15,341,"Mr Hague, 43, told the Daily Telegraph he would now find a life dominated by politics too ""boring"" and unfulfilling. Mr Hague, who stepped down after his party's 2001 election defeat, does not rule out a return to the front bench."
286.txt,2223,19,438,"John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election. But he was suspended after his reported views, including the return of the British Empire, were sent to two Scottish newspapers."
287.txt,1538,15,315,"Baroness Boothroyd, who was the first woman to be Commons Speaker, said she believed Tony Blair initiated reforms without a clear outcome in mind. ""Now we have to take care of it ourselves and make the best of it,"" she told the BBC's Breakfast with Frost."
288.txt,1940,15,370,"Damian Hockney said ex-chatshow host Mr Kilroy-Silk would ""deliver better"" as the leader of a eurosceptic party. He said Mr Kilroy-Silk had made him deputy party leader of Veritas, Latin for truth."
289.txt,2506,18,483,He will be known Baron Kinnock of Bedwellty - after his former constituency. Lord Kinnock - who led Labour from 1983 until 1992 - was until recently one of Britain's EU commissioners.
290.txt,25485,254,4977,Lord Falconer insists that the proposals do not equate to a police state and strike a balance between protecting the public against the threat of terrorism and upholding civil liberties. But thriller writer Frederick Forsyth tells BBC News of his personal response to the move.
291.txt,1061,8,203,"The move by Amicus and the Transport and General Workers Union (TGWU) would be a seen as a bid to carry more weight with ministers and employers. Amicus has 1.2 million members and the TGWU has 800,000."
292.txt,3876,33,780,"Mike Nattrass, UKIP's deputy leader, made the comments to an audience at a meeting during last September's Hartlepool by-election campaign. But challenged on the remark, he denied accusing Germany of using the EU as cover for a ""4th German Reich""."
293.txt,13829,134,2686,"Mr Kilroy-Silk, who recently quit the UK Independence Party, said ""our country"" was being ""stolen from us"" by mass immigration. He told a London news conference that Veritas - Latin for ""truth"" - would avoid the old parties' ""lies and spin""."
294.txt,1879,15,348,The Public and Commercial Services Union will co-ordinate any action with up to six other public sector unions. Unions have already earmarked 23 March for a one-day strike which could involve up to 1.4 million UK workers.
295.txt,1931,15,384,"The 51-year-old premier has marked his 2,838th day in the post, overtaking the combined length of Harold Wilson's two terms during the 1960s and 1970s. If Mr Blair wins the next election and fulfils his promise to serve a full third term, he will surpass Margaret Thatcher's 11 years by the end of 2008."
296.txt,1839,16,359,"Dr Liam Fox told BBC One's Breakfast with Frost programme there was no place for ""vindictiveness"" in politics. Lord Archer spent two years in prison after being convicted of perjury and perverting the course of justice."
297.txt,2611,17,487,"The European commissioner and former Labour minister was speaking amid claims that Mr Campbell is part of a Labour ""dirty tricks"" campaign. That charge was denied by Mr Mandelson, who said the Tories were afraid of Mr Campbell's campaigning skills."
298.txt,3011,20,555,"Fears that big donors can buy political favours have sparked calls for a limit. In a new report, the Electoral Commission says it is worth debating a Â£10,000 cap for the future but now is not the right time to introduce it."
299.txt,2010,18,393,"The shadow cabinet revealed its support ahead of next week's Commons vote on a bill to introduce compulsory ID. The decision follows a ""tough meeting"" where some senior Tories argued vociferously against the move, party sources told the BBC."
300.txt,3153,27,620,"The Tory leader said his front bench team had reached a ""collective view"" after holding a ""good discussion"", but admitted it was ""not an easy issue"". He had decided to support the plans as the police said they would help fight terror, crime and illegal immigration."
301.txt,3053,23,591,"A day ahead of the government's pre-Budget report, Mr Kennedy used a speech to say his party was facing up to ""painful economic realities"". He said the current level of taxation was about right, although he would put a new 50% tax on top earners."
302.txt,2656,20,521,"Mr Galloway, who on Thursday won Â£150,000 in libel damages from the Daily Telegraph said he would contest Bethnal Green, in London, for Respect. The Glasgow Kelvin MP, who was expelled from Labour over his anti Iraq war stance, accused Ms King of being a ""New Labour stooge""."
